Net-Reward,Reached
-0.7,0
2.1,0
1.1,0
-0.3,0
0.0,0
2.875,1
1.75,0
4.0,1
0.5625,0
3.5,1
2.9375,1
3.25,1
4.5,1
4.5,1
3.6666666666666665,1
2.909090909090909,1
4.0,1
3.2857142857142856,1
4.5,1
4.0,1
4.9,1
3.2857142857142856,1
4.5,1
3.6666666666666665,1
3.0,1
4.5,1
3.6666666666666665,1
4.8,1
3.4285714285714284,1
3.4285714285714284,1
3.6666666666666665,1
3.111111111111111,1
3.1666666666666665,1
3.2,0
3.111111111111111,1
3.6666666666666665,1
3.15,1
3.6666666666666665,1
3.4285714285714284,1
4.166666666666667,1
3.611111111111111,1
3.6666666666666665,1
3.2857142857142856,1
3.8,1
4.333333333333333,1
4.0,1
4.5,1
3.2857142857142856,1
7.5,1
3.25,1
2.0,1
3.25,1
4.5,1
4.0,1
3.4285714285714284,1
3.6666666666666665,1
3.25,1
4.6,1
3.3333333333333335,1
6.916666666666667,1
9.375,1
4.428571428571429,1
4.611111111111111,1
6.0,1
8.375,1
4.916666666666667,1
4.833333333333333,1
5.1,1
5.7,1
5.583333333333333,1
6.5,1
2.85,1
2.25,1
5.5,1
3.625,1
3.142857142857143,1
4.583333333333333,1
5.625,1
5.75,1
5.083333333333333,1
5.5,1
5.1,1
5.4,1
6.8,1
6.5625,0
4.857142857142857,1
4.285714285714286,1
5.583333333333333,1
1.9375,1
3.3125,1
4.666666666666667,1
5.214285714285714,1
5.9,0
6.8,1
5.1,1
2.611111111111111,1
5.7,1
6.25,1
4.5,1
4.833333333333333,1
